Year,Month,Anomaly,Unc,Temps
1963,5,-0.4,0.279,13.03
1963,6,-0.55,0.358,17.86
1963,7,-0.52,0.512,19.27
1963,8,0.03,0.422,19.78
1963,9,1.1,0.39,20.59
1963,10,0.16,0.255,16.84
1963,11,-0.55,0.254,11.79
1963,12,-2.11,0.268,6.67
1964,1,-0.26,0.079,8.21
1964,2,-0.21,0.242,10.51
1964,3,-0.73,0.23,11.14
1964,4,-0.39,0.322,15.61
1964,5,-1.74,0.17,11.69
1964,6,-0.7,0.338,17.71
1964,7,-0.03,0.362,19.76
1964,8,0.31,0.312,20.06
1964,9,-0.62,0.229,18.87
1964,10,1.19,0.391,17.87
1964,11,-1.35,0.342,10.99
1964,12,1.73,0.452,10.51
1965,1,0.3,0.299,8.77
1965,2,-0.3,0.137,10.42
1965,3,0,0.211,11.87
1965,4,0.06,0.174,16.06
1965,5,-0.45,0.349,12.98
1965,6,-1.95,0.371,16.46
1965,7,-1.01,0.407,18.78
1965,8,0.68,0.219,20.43
1965,9,-1.87,0.419,17.62
1965,10,1.44,0.186,18.12
1965,11,0.79,0.467,13.13
1965,12,-2.12,0.465,6.66
1966,1,0.08,0.226,8.55
1966,2,-1.28,0.209,9.44
1966,3,0.17,0.141,12.04
1966,4,2.46,0.27,18.46
1966,5,0.21,0.385,13.64
1966,6,0.71,0.444,19.12
1966,7,-1.14,0.33,18.65
1966,8,0.47,0.466,20.22
1966,9,0.22,0.263,19.71
1966,10,0.3,0.249,16.98
1966,11,0.69,0.408,13.03
1966,12,0.29,0.406,9.07
1967,1,0.7,0.32,9.17
1967,2,-0.46,0.386,10.26
1967,3,-0.71,0.306,11.16
1967,4,-3.8,0.397,12.2
1967,5,0.09,0.339,13.52
1967,6,-1.4,0.281,17.01
1967,7,0.56,0.327,20.35
1967,8,1.02,0.523,20.77
1967,9,1.32,0.162,20.81
1967,10,1.24,0.262,17.92
1967,11,1.95,0.235,14.29
1967,12,-0.66,0.341,8.12
1968,1,-0.86,0.322,7.61
1968,2,2.01,0.251,12.73
1968,3,1.22,0.357,13.09
1968,4,0.86,0.14,16.86
1968,5,-0.59,0.277,12.84
1968,6,0.9,0.487,19.31
1968,7,0.1,0.23,19.89
1968,8,-0.04,0.479,19.71
1968,9,0.34,0.284,19.83
1968,10,-0.65,0.248,16.03
1968,11,-0.3,0.226,12.04
1968,12,-1.13,0.297,7.65
1969,1,-0.81,0.386,7.66
1969,2,-1.65,0.216,9.07
1969,3,-0.28,0.27,11.59
1969,4,-0.4,0.254,15.6
1969,5,0.75,0.264,14.18
1969,6,-0.71,0.444,17.7
1969,7,0.18,0.421,19.97
1969,8,1.18,0.406,20.93
1969,9,0.47,0.306,19.96
1969,10,-0.81,0.298,15.87
1969,11,0.57,0.183,12.91
1969,12,1.89,0.311,10.67
1970,1,2.18,0.288,10.65
1970,2,1.36,0.2,12.08
1970,3,1.36,0.285,13.23
1970,4,-1.13,0.331,14.87
1970,5,1.16,0.266,14.59
1970,6,-0.37,0.489,18.04
1970,7,0.22,0.385,20.01
1970,8,-0.79,0.291,18.96
1970,9,0.44,0.252,19.93
1970,10,-1.44,0.219,15.24
1970,11,0.93,0.225,13.27
1970,12,-0.29,0.229,8.49
1971,1,0.12,0.232,8.59
1971,2,-0.83,0.374,9.89
1971,3,-0.53,0.188,11.34
1971,4,-1.24,0.251,14.76
1971,5,-1.48,0.232,11.95
1971,6,-0.63,0.263,17.78
1971,7,-0.12,0.391,19.67
1971,8,1.02,0.192,20.77
1971,9,0.84,0.254,20.33
1971,10,-1.77,0.233,14.91
1971,11,-0.65,0.199,11.69
1971,12,-1.64,0.276,7.14
1972,1,-1.75,0.334,6.72
1972,2,0.21,0.294,10.93
1972,3,2.13,0.304,14
1972,4,0.07,0.238,16.07
1972,5,0.45,0.293,13.88
1972,6,0.06,0.227,18.47
1972,7,0.52,0.311,20.31
1972,8,0.41,0.326,20.16
1972,9,-1.1,0.246,18.39
1972,10,-0.5,0.318,16.18
1972,11,-1.25,0.256,11.09
1972,12,-2.52,0.293,6.26
1973,1,-0.24,0.245,8.23
1973,2,0.66,0.271,11.38
1973,3,-1.15,0.313,10.72
1973,4,1.16,0.281,17.16
1973,5,1.05,0.137,14.48
1973,6,1.75,0.205,20.16
1973,7,-0.2,0.267,19.59
1973,8,-1.04,0.359,18.71
1973,9,-0.67,0.293,18.82
1973,10,-0.55,0.368,16.13
1973,11,-0.5,0.308,11.84
1973,12,0.7,0.269,9.48
1974,1,0.37,0.422,8.84
1974,2,-1.11,0.397,9.61
1974,3,0.14,0.27,12.01
1974,4,-0.47,0.236,15.53
1974,5,-0.61,0.138,12.82
1974,6,0.13,0.163,18.54
1974,7,0.1,0.312,19.89
1974,8,0.06,0.263,19.81
1974,9,-0.08,0.332,19.41
1974,10,0.7,0.283,17.38
1974,11,-0.26,0.227,12.08
1974,12,-0.19,0.352,8.59
1975,1,-0.33,0.353,8.14
1975,2,-0.43,0.297,10.29
1975,3,-0.83,0.295,11.04
1975,4,-2.61,0.199,13.39
1975,5,0.57,0.288,14
1975,6,-0.73,0.318,17.68
1975,7,-0.88,0.333,18.91
1975,8,-0.44,0.394,19.31
1975,9,-0.57,0.377,18.92
1975,10,-1.41,0.185,15.27
1975,11,-1.13,0.162,11.21
1975,12,0.46,0.152,9.24
1976,1,0.54,0.226,9.01
1976,2,-0.2,0.412,10.52
1976,3,-0.64,0.159,11.23
1976,4,-1,0.233,15
1976,5,0.78,0.499,14.21
1976,6,0.88,0.497,19.29
1976,7,0.07,0.529,19.86
1976,8,-0.4,0.667,19.35
1976,9,-0.19,0.155,19.3
1976,10,0.82,0.286,17.5
1976,11,1.56,0.116,13.9
1976,12,0.26,0.191,9.04
1977,1,-0.7,0.252,7.77
1977,2,1.05,0.207,11.77
1977,3,-0.87,0.238,11
1977,4,1.28,0.552,17.28
1977,5,-2.04,0.474,11.39
1977,6,0.18,0.412,18.59
1977,7,-0.09,0.327,19.7
1977,8,0.39,0.372,20.14
1977,9,-0.78,0.323,18.71
1977,10,0.1,0.277,16.78
1977,11,0.71,0.225,13.05
1977,12,2.19,0.334,10.97
1978,1,2.47,0.282,10.94
1978,2,0.63,0.192,11.35
1978,3,2.32,0.152,14.19
1978,4,-0.44,0.267,15.56
1978,5,1.68,0.273,15.11
1978,6,-0.14,0.195,18.27
1978,7,-0.12,0.398,19.67
1978,8,0.47,0.176,20.22
1978,9,0.38,0.522,19.87
1978,10,0.92,0.239,17.6
1978,11,-1.17,0.194,11.17
1978,12,-1.93,0.242,6.85
1979,1,-0.2,0.313,8.27
1979,2,-0.86,0.224,9.86
1979,3,0.59,0.105,12.46
1979,4,0.07,0.225,16.07
1979,5,1.24,0.472,14.67
1979,6,0.46,0.493,18.87
1979,7,0.46,0.408,20.25
1979,8,-0.12,0.55,19.63
1979,9,1.87,0.264,21.36
1979,10,0.61,0.177,17.29
1979,11,-0.15,0.266,12.19
1979,12,1.23,0.21,10.01
1980,1,1.41,0.192,9.88
1980,2,1.68,0.358,12.4
1980,3,0.25,0.401,12.12
1980,4,0.48,0.482,16.48
1980,5,-1,0.268,12.43
1980,6,-1.34,0.501,17.07
1980,7,0.07,0.359,19.86
1980,8,-1.01,0.572,18.74
1980,9,-0.76,0.277,18.73
1980,10,0.6,0.21,17.28
1980,11,0.79,0.216,13.13
1980,12,0.94,0.287,9.72
1981,1,1.42,0.272,9.89
1981,2,1.16,0.233,11.88
1981,3,0.09,0.249,11.96
1981,4,1.05,0.344,17.05
1981,5,0.63,0.412,14.06
1981,6,2.89,0.543,21.3
1981,7,-0.42,0.316,19.37
1981,8,-0.16,0.325,19.59
1981,9,-0.43,0.398,19.06
1981,10,-1.48,0.201,15.2
1981,11,1.32,0.307,13.66
1981,12,1.8,0.154,10.58
1982,1,-1.56,0.193,6.91
1982,2,0.53,0.171,11.25
1982,3,-0.85,0.264,11.02
1982,4,-0.24,0.301,15.76
1982,5,0.02,0.357,13.45
1982,6,-1.86,0.27,16.55
1982,7,-1.01,0.243,18.78
1982,8,-0.3,0.169,19.45
1982,9,-0.35,0.28,19.14
1982,10,-0.14,0.283,16.54
1982,11,-1.6,0.576,10.74
1982,12,0.13,0.47,8.91
1983,1,-0.14,0.176,8.33
1983,2,0.76,0.28,11.48
1983,3,0.41,0.3,12.28
1983,4,-0.69,0.484,15.31
1983,5,0.04,0.154,13.47
1983,6,0.09,0.39,18.5
1983,7,-0.18,0.519,19.61
1983,8,0.95,0.433,20.7
1983,9,1.49,0.485,20.98
1983,10,1.16,0.453,17.84
1983,11,-0.22,0.344,12.12
1983,12,1.58,0.485,10.36
1984,1,0.76,0.456,9.23
1984,2,-0.38,0.348,10.34
1984,3,1.88,0.256,13.75
1984,4,-0.22,0.365,15.78
1984,5,1.76,0.482,15.19
1984,6,-0.3,0.488,18.11
1984,7,1.33,0.281,21.12
1984,8,0.51,0.277,20.26
1984,9,2.45,0.28,21.94
1984,10,-1.22,0.208,15.46
1984,11,-0.92,0.41,11.42
1984,12,-0.94,0.256,7.84
1985,1,-1.33,0.355,7.14
1985,2,0.28,0.269,11
1985,3,-1.29,0.092,10.58
1985,4,1.97,0.287,17.97
1985,5,-0.41,0.244,13.02
1985,6,1.68,0.389,20.09
1985,7,0.9,0.267,20.69
1985,8,-0.46,0.467,19.29
1985,9,-1.38,0.282,18.11
1985,10,-0.63,0.352,16.05
1985,11,-1.84,0.25,10.5
1985,12,-1.29,0.288,7.49
1986,1,2.58,0.335,11.05
1986,2,1.82,0.169,12.54
1986,3,2.38,0.232,14.25
1986,4,0.65,0.181,16.65
1986,5,0.32,0.276,13.75
1986,6,0.38,0.466,18.79
1986,7,-0.39,0.467,19.4
1986,8,-0.48,0.285,19.27
1986,9,-2.25,0.279,17.24
1986,10,0.13,0.281,16.81
1986,11,1.21,0.397,13.55
1986,12,-0.1,0.197,8.68
1987,1,-0.27,0.162,8.2
1987,2,0.46,0.196,11.18
1987,3,0.48,0.192,12.35
1987,4,2.49,0.219,18.49
1987,5,1.76,0.278,15.19
1987,6,0.16,0.168,18.57
1987,7,-1.26,0.386,18.53
1987,8,-0.03,0.244,19.72
1987,9,-0.24,0.386,19.25
1987,10,1.39,0.257,18.07
1987,11,0.27,0.365,12.61
1987,12,0,0.472,8.78
1988,1,0.61,0.225,9.08
1988,2,1.45,0.295,12.17
1988,3,2.06,0.299,13.93
1988,4,1.32,0.293,17.32
1988,5,0.05,0.284,13.48
1988,6,0.19,0.379,18.6
1988,7,1.51,0.424,21.3
1988,8,0.29,0.341,20.04
1988,9,-0.54,0.35,18.95
1988,10,0.14,0.36,16.82
1988,11,0.19,0.323,12.53
1988,12,0.16,0.274,8.94
1989,1,-0.67,0.318,7.8
1989,2,-2.27,0.224,8.45
1989,3,0.71,0.434,12.58
1989,4,2.48,0.57,18.48
1989,5,0.31,0.312,13.74
1989,6,0.23,0.407,18.64
1989,7,0.07,0.401,19.86
1989,8,-0.29,0.393,19.46
1989,9,-1.2,0.316,18.29
1989,10,-0.27,0.28,16.41
1989,11,0.68,0.226,13.02
1989,12,-0.32,0.421,8.46
1990,1,0.5,0.272,8.97
1990,2,-1.79,0.293,8.93
1990,3,0.48,0.214,12.35
1990,4,2.23,0.286,18.23
1990,5,0.25,0.331,13.68
1990,6,0.49,0.278,18.9
1990,7,0.72,0.295,20.51
1990,8,1,0.349,20.75
1990,9,0.75,0.208,20.24
1990,10,1.15,0.471,17.83
1990,11,0.07,0.492,12.41
1990,12,-2.44,0.401,6.34
1991,1,0.44,0.385,8.91
1991,2,1.82,0.4,12.54
1991,3,-1.5,0.324,10.37
1991,4,-0.27,0.321,15.73
1991,5,-1.3,0.322,12.13
1991,6,-1.49,0.232,16.92
1991,7,-0.02,0.376,19.77
1991,8,-0.45,0.489,19.3
1991,9,0.36,0.568,19.85
1991,10,1.7,0.535,18.38
1991,11,1,0.159,13.34
1991,12,0.02,0.263,8.8
1992,1,-0.84,0.336,7.63
1992,2,1.75,0.283,12.47
1992,3,1.66,0.3,13.53
1992,4,2.68,0.293,18.68
1992,5,2.66,0.259,16.09
1992,6,0.21,0.393,18.62
1992,7,0.68,0.345,20.47
1992,8,0.98,0.383,20.73
1992,9,0.47,0.268,19.96
1992,10,1.72,0.23,18.4
1992,11,0.79,0.466,13.13
1992,12,-0.68,0.458,8.1
1993,1,-0.39,0.326,8.08
1993,2,-0.56,0.258,10.16
1993,3,2.03,0.157,13.9
1993,4,0.75,0.194,16.75
1993,5,0.89,0.455,14.32
1993,6,1.56,0.309,19.97
1993,7,0.18,0.473,19.97
1993,8,1.07,0.586,20.82
1993,9,-0.12,0.423,19.37
1993,10,0.86,0.212,17.54
1993,11,-0.09,0.454,12.25
1993,12,-0.53,0.493,8.25
1994,1,0.84,0.484,9.31
1994,2,-1.2,0.359,9.52
1994,3,1.62,0.28,13.49
1994,4,0.76,0.251,16.76
1994,5,-0.25,0.204,13.18
1994,6,0.15,0.319,18.56
1994,7,-0.87,0.384,18.92
1994,8,0.55,0.435,20.3
1994,9,-0.03,0.319,19.46
1994,10,-0.31,0.287,16.37
1994,11,-3.07,0.388,9.27
1994,12,-1.45,0.381,7.33
1995,1,1.96,0.292,10.43
1995,2,1.23,0.287,11.95
1995,3,0.12,0.327,11.99
1995,4,0.1,0.205,16.1
1995,5,-0.94,0.175,12.49
1995,6,-0.47,0.313,17.94
1995,7,0.98,0.478,20.77
1995,8,1.05,0.372,20.8
1995,9,0.25,0.285,19.74
1995,10,1.16,0.247,17.84
1995,11,2.46,0.416,14.8
1995,12,2.07,0.387,10.85
1996,1,1.3,0.255,9.77
1996,2,1.33,0.24,12.05
1996,3,1.53,0.066,13.4
1996,4,1.92,0.299,17.92
1996,5,1.15,0.328,14.58
1996,6,0.82,0.491,19.23
1996,7,1.78,0.719,21.57
1996,8,1.33,0.657,21.08
1996,9,-0.57,0.364,18.92
1996,10,-0.19,0.227,16.49
1996,11,0.52,0.351,12.86
1996,12,1.94,0.424,10.72
1997,1,0.86,0.352,9.33
1997,2,0.82,0.242,11.54
1997,3,2.19,0.368,14.06
1997,4,1.75,0.285,17.75
1997,5,3.47,0.542,16.9
1997,6,0.66,0.364,19.07
1997,7,0.65,0.551,20.44
1997,8,0.88,0.595,20.63
1997,9,1.84,0.411,21.33
1997,10,-0.01,0.255,16.67
1997,11,1.22,0.46,13.56
1997,12,0.11,0.408,8.89
1998,1,1.55,0.27,10.02
1998,2,-0.6,0.208,10.12
1998,3,0.71,0.203,12.58
1998,4,-0.21,0.315,15.79
1998,5,-2.19,0.685,11.24
1998,6,-1.21,0.455,17.2
1998,7,0.45,0.216,20.24
1998,8,1.87,0.487,21.62
1998,9,0.44,0.164,19.93
1998,10,-0.8,0.306,15.88
1998,11,-0.46,0.311,11.88
1998,12,-1.17,0.281,7.61
1999,1,0.34,0.425,8.81
1999,2,-1.05,0.166,9.67
1999,3,-1.44,0.223,10.43
1999,4,-0.16,0.2,15.84
1999,5,-1.19,0.275,12.24
1999,6,-0.41,0.296,18
1999,7,-0.69,0.433,19.1
1999,8,-0.06,0.455,19.69
1999,9,0.51,0.28,20
1999,10,1.57,0.368,18.25
1999,11,1.15,0.358,13.49
1999,12,1.18,0.458,9.96
2000,1,1.75,0.446,10.22
2000,2,0.55,0.31,11.27
2000,3,0.86,0.207,12.73
2000,4,1.64,0.238,17.64
2000,5,1.22,0.206,14.65
2000,6,1.47,0.305,19.88
2000,7,-0.91,0.305,18.88
2000,8,0.54,0.286,20.29
2000,9,0.68,0.303,20.17
2000,10,-0.91,0.211,15.77
2000,11,-1.96,0.358,10.38
2000,12,1.18,0.371,9.96
2001,1,0.05,0.211,8.52
2001,2,-0.9,0.213,9.82
2001,3,1.96,0.206,13.83
2001,4,-1.05,0.114,14.95
2001,5,4.13,0.545,17.56
2001,6,2.04,0.274,20.45
2001,7,-0.08,0.372,19.71
2001,8,0.42,0.343,20.17
2001,9,-0.37,0.326,19.12
2001,10,1.21,0.26,17.89
2001,11,1.02,0.257,13.36
2001,12,0.57,0.445,9.35
2002,1,-0.27,0.106,8.2
2002,2,0.66,0.247,11.38
2002,3,-0.04,0.177,11.83
2002,4,0.47,0.152,16.47
2002,5,-0.05,0.187,13.38
2002,6,0.63,0.166,19.04
2002,7,0.75,0.216,20.54
2002,8,0.37,0.303,20.12
2002,9,0.98,0.31,20.47
2002,10,-0.15,0.242,16.53
2002,11,1.22,0.267,13.56
2002,12,1.25,0.357,10.03
2003,1,3.08,0.273,11.55
2003,2,0.04,0.248,10.76
2003,3,1.51,0.172,13.38
2003,4,-1.54,0.435,14.46
2003,5,0.55,0.35,13.98
2003,6,0.97,0.314,19.38
2003,7,2.04,0.347,21.83
2003,8,0.87,0.584,20.62
2003,9,1.52,0.283,21.01
2003,10,1.89,0.36,18.57
2003,11,-1.19,0.443,11.15
2003,12,0.88,0.379,9.66
2004,1,0.47,0.372,8.94
2004,2,-0.28,0.371,10.44
2004,3,4.06,0.357,15.93
2004,4,2.3,0.194,18.3
2004,5,1.06,0.185,14.49
2004,6,0.43,0.311,18.84
2004,7,0.52,0.318,20.31
2004,8,0.93,0.367,20.68
2004,9,1.25,0.258,20.74
2004,10,-0.89,0.259,15.79
2004,11,-0.83,0.307,11.51
2004,12,0.65,0.31,9.43
2005,1,0.05,0.292,8.52
2005,2,1.12,0.303,11.84
2005,3,1.8,0.122,13.67
2005,4,-0.08,0.348,15.92
2005,5,0.75,0.343,14.18
2005,6,-0.5,0.548,17.91
2005,7,1.94,0.3,21.73
2005,8,0.99,0.421,20.74
2005,9,-1.39,0.256,18.1
2005,10,-0.18,0.191,16.5
2005,11,1.32,0.362,13.66
2005,12,1.83,0.332,10.61
2006,1,1.52,0.456,9.99
2006,2,0.7,0.292,11.42
2006,3,-1.95,0.376,9.92
2006,4,-0.24,0.19,15.76
2006,5,1.42,0.234,14.85
2006,6,2.01,0.16,20.42
2006,7,2.96,0.509,22.75
2006,8,0.01,0.431,19.76
2006,9,-0.24,0.254,19.25
2006,10,-0.67,0.211,16.01
2006,11,0.15,0.328,12.49
2006,12,0.45,0.217,9.23
2007,1,-0.31,0.231,8.16
2007,2,-0.03,0.273,10.69
2007,3,2.19,0.255,14.06
2007,4,0.92,0.251,16.92
2007,5,0.98,0.175,14.41
2007,6,0.68,0.281,19.09
2007,7,0.77,0.369,20.56
2007,8,1.08,0.346,20.83
2007,9,-0.56,0.343,18.93
2007,10,-1.12,0.225,15.56
2007,11,0.93,0.356,13.27
2007,12,-0.61,0.275,8.17
2008,1,-0.41,0.387,8.06
2008,2,-0.33,0.183,10.39
2008,3,0.42,0.18,12.29
2008,4,0.17,0.217,16.17
2008,5,0.96,0.185,14.39
2008,6,1.42,0.26,19.83
2008,7,0.81,0.397,20.6
2008,8,1.36,0.385,21.11
2008,9,0.86,0.294,20.35
2008,10,0.94,0.206,17.62
2008,11,1.52,0.279,13.86
2008,12,-0.83,0.337,7.95
2009,1,1.66,0.413,10.13
2009,2,-0.39,0.221,10.33
2009,3,0.22,0.123,12.09
2009,4,0.45,0.291,16.45
2009,5,1.5,0.315,14.93
2009,6,0.25,0.257,18.66
2009,7,0.39,0.375,20.18
2009,8,1.06,0.23,20.81
2009,9,1.82,0.175,21.31
2009,10,-0.62,0.201,16.06
2009,11,0.07,0.204,12.41
2009,12,-0.52,0.41,8.26
2010,1,1.06,0.251,9.53
2010,2,0.67,0.338,11.39
2010,3,0.35,0.308,12.22
2010,4,-0.95,0.404,15.05
2010,5,-1.18,0.285,12.25
2010,6,0.61,0.259,19.02
2010,7,-0.37,0.329,19.42
2010,8,-0.72,0.401,19.03
2010,9,0.87,0.414,20.36
2010,10,0.16,0.307,16.84
2010,11,-0.19,0.353,12.15
2010,12,1.41,0.39,10.19
2011,1,0.7,0.274,9.17
2011,2,-0.99,0.316,9.73
2011,3,-0.08,0.314,11.79
2011,4,0.02,0.283,16.02
2011,5,-1.17,0.433,12.26
2011,6,-0.49,0.271,17.92
2011,7,0.21,0.321,20
2011,8,-0.04,0.419,19.71
2011,9,1.37,0.316,20.86
2011,10,0.74,0.213,17.42
2011,11,-0.93,0.239,11.41
2011,12,0.19,0.356,8.97
2012,1,1.43,0.345,9.9
2012,2,0.36,0.324,11.08
2012,3,-0.42,0.204,11.45
2012,4,0.81,0.134,16.81
2012,5,0.91,0.244,14.34
2012,6,0.51,0.278,18.92
2012,7,0.11,0.364,19.9
2012,8,0.72,0.564,20.47
2012,9,-0.57,0.557,18.92
2012,10,0.66,0.166,17.34
2012,11,1.12,0.138,13.46
2012,12,0.55,0.15,9.33
2013,1,-0.16,0.442,8.31
2013,2,-0.44,0.288,10.28
2013,3,1.5,0.229,13.37
2013,4,2.6,0.242,18.6
2013,5,1.71,0.231,15.14
2013,6,1.6,0.382,20.01
2013,7,0.87,0.345,20.66
2013,8,0.55,0.341,20.3
2013,9,0.35,0.294,19.84
2013,10,-0.49,0.221,16.19
2013,11,0.93,0.278,13.27
2013,12,-0.09,0.471,8.69
2014,1,3.36,0.368,11.83
2014,2,1.1,0.228,11.82
2014,3,2.59,0.246,14.46
2014,4,1.83,0.23,17.83
2014,5,2.43,0.219,15.86
2014,6,1.36,0.33,19.77
2014,7,1.9,0.326,21.69
2014,8,1.27,0.317,21.02
2014,9,1.19,0.296,20.68
2014,10,2.26,0.237,18.94
2014,11,1.66,0.257,14
2014,12,2.94,0.453,11.72
2015,1,2.45,0.382,10.92
2015,2,3.09,0.31,13.81
2015,3,3.8,0.2,15.67
2015,4,1.58,0.291,17.58
2015,5,-0.47,0.288,12.96
2015,6,1.96,0.261,20.37
2015,7,1.88,0.265,21.67
2015,8,2.16,0.289,21.91
2015,9,2.01,0.235,21.5
2015,10,2.74,0.185,19.42
2015,11,-0.69,0.272,11.65
2015,12,0.13,0.305,8.91
2016,1,1.83,0.318,10.3
2016,2,2.71,0.253,13.43
2016,3,1.8,0.15,13.67
2016,4,2.43,0.218,18.43
2016,5,1.34,0.212,14.77
2016,6,2.02,0.231,20.43
2016,7,0.87,0.294,20.66
2016,8,0.23,0.387,19.98
2016,9,0.47,0.208,19.96
2016,10,-0.02,0.333,16.66
2016,11,1.18,0.263,13.52
2016,12,0.09,0.235,8.87
2017,1,0.2,0.319,8.67
2017,2,0.66,0.157,11.38
2017,3,1.93,0.154,13.8
2017,4,1.16,0.227,17.16
2017,5,1.51,0.225,14.94
2017,6,1.86,0.187,20.27
2017,7,1.95,0.25,21.74
2017,8,1.79,0.287,21.54
2017,9,2.27,0.249,21.76
2017,10,1.07,0.291,17.75
2017,11,1.09,0.261,13.43
2017,12,1.4,0.393,10.18
2018,1,2.28,0.256,10.75
2018,2,0.83,0.278,11.55
2018,3,0.15,0.364,12.02
2018,4,0.92,0.261,16.92
2018,5,0.27,0.27,13.7
2018,6,1.27,0.16,19.68
2018,7,1.92,0.336,21.71
2018,8,0.61,0.297,20.36
2018,9,-0.17,0.379,19.32
2018,10,1.01,0.165,17.69
2018,11,1.54,0.332,13.88
2018,12,1.34,0.361,10.12
2019,1,2.36,0.22,10.83
2019,2,-1.86,0.356,8.86
2019,3,0.35,0.385,12.22
2019,4,2.39,0.249,18.39
2019,5,-0.43,0.246,13
2019,6,2.27,0.162,20.68
2019,7,1.15,0.179,20.94
2019,8,2.53,0.174,22.28
2019,9,1.29,0.285,20.78
2019,10,0.48,0.279,17.16
2019,11,0.95,0.329,13.29
2019,12,1.52,0.355,10.3
2020,1,1.3,0.148,9.77
2020,2,1.83,0.173,12.55
2020,3,0.15,0.297,12.02
2020,4,1.42,0.166,17.42
2020,5,2.52,0.258,15.95
2020,6,2.13,0.225,20.54
2020,7,1.03,0.198,20.82
2020,8,2.97,0.215,22.72
2020,9,2.5,0.181,21.99
2020,10,3.21,0.264,19.89
2020,11,0.2,0.247,12.54
2020,12,1.48,0.293,10.26